viewerId,asset,device/os,country,state,city,asn,isp,start time (unix time),startup time (ms),playing time (ms),buffering time (ms),interrupts,average bitrate (kbps),startup error,session tags,ip address,cdn,browser,conviva session id,stream url,error list,percentage complete
208.113.29.206,"Rautins: Carter, Frye would be a potential fit for Raps via buyout",WIN,canada,on,toronto,21570,,1518463763,6973,60372,0,0,600,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463129,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324180/contentpackages/1863779/manifest.mpd,,100
208.113.29.206,"NBA: Cavaliers 121, Celtics 99",WIN,canada,on,toronto,21570,,1518463827,2702,18805,0,0,736,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463130,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324178/contentpackages/1863851/manifest.mpd,,12
208.113.29.206,"NHL: Penguins 4, Blues 1",WIN,canada,on,toronto,21570,,1518463880,6600,130260,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463879,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324194/contentpackages/1863828/manifest.mpd,,100
208.113.29.206,Must See: Crosby scores 400th career goal,WIN,canada,on,toronto,21570,,1518464016,3436,27459,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463880,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324232/contentpackages/1863835/manifest.mpd,,100
208.113.29.206,By the Numbers: Crosby's journey to 400,WIN,canada,on,toronto,21570,,1518464050,9401,57898,6661,6,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463881,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324233/contentpackages/1863832/manifest.mpd,,97
208.113.29.206,"NHL: Red Wings 5, Capitals 4 (OT)",WIN,canada,on,toronto,21570,,1518464123,5608,93740,0,0,442,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463882,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324193/contentpackages/1863980/manifest.mpd,,100
208.113.29.206,"NHL: Bruins 5, Devils 3",WIN,canada,on,toronto,21570,,1518464224,7135,115970,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463883,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324190/contentpackages/1863982/manifest.mpd,,99
208.113.29.206,"NHL: Flyers 4, Golden Knights 1",WIN,canada,on,toronto,21570,,1518464344,4302,46974,4532,1,563,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463884,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324187/contentpackages/1863983/manifest.mpd,,98
208.113.29.206,Is the 'Vegas Flu' real?,WIN,canada,on,toronto,21570,,1518464400,5750,215923,21088,6,407,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463885,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324245/contentpackages/1863769/manifest.mpd,,99
208.113.29.206,"NHL: Sharks 3, Ducks 2 (SO)",WIN,canada,on,toronto,21570,,1518464642,3161,56867,0,0,810,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463886,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324186/contentpackages/1863995/manifest.mpd,,98
208.113.29.206,"NHL: Avalanche 5, Sabres 4",WIN,canada,on,toronto,21570,,1518464705,10059,78054,2340,2,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463887,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324188/contentpackages/1863981/manifest.mpd,,100
208.113.29.206,"McMorris: ""I'm feeling really honoured to be on the podium again""",WIN,canada,on,toronto,21570,,1518464792,2870,152768,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463888,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324351/contentpackages/1863949/manifest.mpd,,63
208.113.29.206,Parrot 'I've never felt that much of a stress level',WIN,canada,on,toronto,21570,,1518464949,-1,0,0,0,0,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518463889,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324395/contentpackages/1864029/manifest.mpd,,0
208.113.29.206,Bloemen's move to Canada pays off,WIN,canada,on,toronto,21570,,1518464990,4259,56267,0,0,434,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518464989,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324165/contentpackages/1863506/manifest.mpd,,100
208.113.29.206,"No love lost between Subban, Gallagher",WIN,canada,on,toronto,21570,,1518465051,4939,17705,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518464990,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324163/contentpackages/1863435/manifest.mpd,,16
208.113.29.206,"NHL: Flames 3, Islanders 2",WIN,canada,on,toronto,21570,,1518465097,9224,108030,0,0,459,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465096,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324189/contentpackages/1863967/manifest.mpd,,100
208.113.29.206,Leafs thriving without a captain: ''I don't think we really need one right now'',WIN,canada,on,toronto,21570,,1518465213,6039,189290,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465097,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323932/contentpackages/1863096/manifest.mpd,,100
208.113.29.206,Lots of QB questions left to be answered ,WIN,canada,on,toronto,21570,,1518465408,4271,19336,0,0,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465098,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324249/contentpackages/1863768/manifest.mpd,,16
208.113.29.206,Reich agrees to five-year deal to become Colts' head coach ,WIN,canada,on,toronto,21570,,1518465432,-1,0,0,0,0,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465099,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324350/contentpackages/1863986/manifest.mpd,,0
208.113.29.206,"NHL: Senators 3, Maple Leafs 6",WIN,canada,on,toronto,21570,,1518465478,14574,179136,0,0,424,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465476,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323918/contentpackages/1863339/manifest.mpd,,100
208.113.29.206,McLennan: Marleau-Kadri-Marner line dominated Sens all night ,WIN,canada,on,toronto,21570,,1518465670,3466,23105,61970,1,396,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465477,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323927/contentpackages/1863346/manifest.mpd,,28
208.113.29.206,"NHL: Predators 3, Canadiens 2 (SO)",WIN,canada,on,toronto,21570,,1518465977,2739,172460,0,0,1818,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465979,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323921/contentpackages/1863350/manifest.mpd,,79
208.113.29.206,"NHL: Oilers 4, Sharks 6",WIN,canada,on,toronto,21570,,1518466152,4666,77745,0,0,1301,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465980,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323914/contentpackages/1863421/manifest.mpd,,100
208.113.29.206,"NHL: Kings 3, Lightning 4",WIN,canada,on,toronto,21570,,1518466237,-1,0,0,0,0,0,c3.video.isLive=F,208.113.29.206,UNKNOWN,Chrome,561131:564960702:860211151:926850167:1518465981,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323922/contentpackages/1863375/manifest.mpd,,0
6e0147bd02064db0118edee449bcf48ae9524cbcf1fc8e571375d8ee4f45604f,What Would Sal Do? S1:E1 Punches Pilot,WIN,canada,on,toronto,5645,,1518486883,3118,29185,0,0,1426,0,c3.player.name=CRAVETV+VIDI+Web&videoSubDomain=pe-li-vp05a.9c9media.com&brand=crave&c3.video.isLive=F,192.171.48.254,UNKNOWN,Chrome,570348:1174459981:3456101530:699403275:1518486881,https://capi.9c9media.com/destinations/cravetv_web/platforms/desktop/contents/1037758/contentpackages/1449964/manifest.mpd,,2
df9c969b045c6b4e266978af9623154f73b54ad53f2ae91fd932373910f13e25,"Men's Ice Hockey Pre-Tournament Competition: Canada 4, Sweden 1",WIN,canada,ab,strathmore,852,Telus,1518469892,3917,57185,0,0,1952,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F&brand=tsn&videoSubDomain=pe-fa-vp11a.9c9media.com,50.99.38.163,UNKNOWN,Firefox,572268:1532429892:2694495832:166169127:1518469892,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324392/contentpackages/1864018/manifest.mpd,,100
df9c969b045c6b4e266978af9623154f73b54ad53f2ae91fd932373910f13e25,Bourque: 'We want to be a hard team to play against',WIN,canada,ab,strathmore,852,Telus,1518469959,3173,2804,0,0,1952,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F&brand=tsn&videoSubDomain=pe-ak-vp08a-9c9media.akamaized.net,50.99.38.163,UNKNOWN,Firefox,572268:1532429892:2694495832:166169127:1518469893,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324401/contentpackages/1864051/manifest.mpd,,6
df9c969b045c6b4e266978af9623154f73b54ad53f2ae91fd932373910f13e25,Former Jays pitcher Esteban Loaiza arrested with 20 kilos of drugs,WIN,canada,ab,strathmore,852,Telus,1518481463,3661,23805,0,0,1952,0,c3.player.name=TSN+VIDI+Web&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net&brand=tsn&c3.video.isLive=F,50.99.38.163,UNKNOWN,Firefox,572268:1532429892:2694495832:166169127:1518481424,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324711/contentpackages/1864790/manifest.mpd,,100
df9c969b045c6b4e266978af9623154f73b54ad53f2ae91fd932373910f13e25,Jays to retire Halladay's No. 32,WIN,canada,ab,strathmore,852,Telus,1518481505,-1,0,0,0,0,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F&brand=tsn&videoSubDomain=pe-ak-vp02a-9c9media.akamaized.net,50.99.38.163,UNKNOWN,Firefox,572268:1532429892:2694495832:166169127:1518481425,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324707/contentpackages/1864801/manifest.mpd,,0
df9c969b045c6b4e266978af9623154f73b54ad53f2ae91fd932373910f13e25,How does Canada look heading into the men's Olympic hockey tournament?,WIN,canada,ab,strathmore,852,Telus,1518489225,3933,161038,0,0,1952,0,c3.player.name=TSN+VIDI+Web&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net&brand=tsn&c3.video.isLive=F,50.99.38.163,UNKNOWN,Firefox,572268:1532429892:2694495832:166169127:1518489208,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324726/contentpackages/1864994/manifest.mpd,,98
72.28.80.116,"Manziel opens up about past mistakes: ""I was self-medicating with alcohol""",WIN,canada,on,toronto,603,,1518446484,8544,19743,0,0,736,0,c3.video.isLive=F,72.28.80.116,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518446448,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324373/contentpackages/1863999/manifest.mpd,,36
204.50.173.132,"NHL: Senators 3, Maple Leafs 6",WIN,canada,on,mississauga,3602,,1518450799,-1,0,0,0,0,0,c3.video.isLive=F,204.50.173.132,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518450792,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323918/contentpackages/1863339/manifest.mpd,,0
204.50.173.132,Worst to first: How did Leafs turn things around in the shootout?,WIN,canada,on,mississauga,3602,,1518450840,7682,19988,0,0,1291,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F,204.50.173.132,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518450820,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323209/contentpackages/1861711/manifest.mpd,,11
72.28.80.116,LeBrun: Soshnikov staying on IR buys Leafs some time,WIN,canada,on,toronto,603,,1518457584,-1,0,0,0,0,0,c3.video.isLive=F,72.28.80.116,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518457566,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324450/contentpackages/1864354/manifest.mpd,,0
72.28.80.116,Spooner doesn't believe Canada is an underdog,WIN,canada,on,toronto,603,,1518457627,7704,59990,0,0,1952,0,c3.video.isLive=F,72.28.80.116,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518457607,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1320725/contentpackages/1858029/manifest.mpd,,57
72.28.80.116,Leivo on uncertain future with Leafs: 'I just need to play',WIN,canada,on,toronto,603,,1518469235,-1,0,0,0,0,0,c3.video.isLive=F,72.28.80.116,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518469203,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1318903/contentpackages/1855125/manifest.mpd,,0
72.28.80.116,McKenzie explains the Soshnikov situation in Toronto,WIN,canada,on,toronto,603,,1518472074,1716,142110,0,0,1952,0,c3.video.isLive=F,72.28.80.116,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518472060,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324722/contentpackages/1864506/manifest.mpd,,100
72.28.80.116,McKenzie: Don't think Leafs feel they're just one piece away from the puzzle,WIN,canada,on,toronto,603,,1518473534,1977,300707,0,0,1952,0,c3.video.isLive=F,72.28.80.116,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518473519,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1323481/contentpackages/1861813/manifest.mpd,,100
161.69.123.14,What's behind Marner's resurgence?,WIN,united states,ny,new york,203724,,1518484159,9999,19173,0,0,736,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F,161.69.123.14,UNKNOWN,Chrome,580908:2749434679:1050818234:3360979513:1518484136,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1324718/contentpackages/1864775/manifest.mpd,,21
174.0.46.43,[31681] Olympics - News & Highlights - Roy on being an Olympian: 'It's an amazing feeling',IOS,canada,ab,calgary,6327,Shaw,1518496938,3356,158047,0,0,1856,0,c3.player.name=TSN+iOS&videoSubDomain=pe-fa-vp11a.9c9media.com&c3.client.marketingName=iPhone+7&brand=TSN&c3.video.isLive=F&c3.device.model=iPhone9%2C3,174.0.46.43,INHOUSE,Non-Browser Apps,584814:993465297:2545027361:3382765526:544754768,http://capi.9c9media.com/destinations/tsn_ios/platforms/iphone/contents/1323855/contentpackages/1862290/manifest.m3u8,,100
184.145.59.147,Freezing rain wreaks havoc on roadways,WIN,canada,on,kitchener,577,Bell Canada,1518449940,3246,158636,0,0,1952,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net&brand=ctvnews&c3.video.isLive=F,184.145.59.147,UNKNOWN,Edge,594536:2683684874:2747990531:1747339071:1518449941,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324286/contentpackages/1863830/manifest.pmpd,,100
184.145.59.147,Ottawa woman home after being jailed in Cambodia,WIN,canada,on,kitchener,577,Bell Canada,1518450339,3521,126246,592,1,1952,0,c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-ak-vp01a-9c9media.akamaized.net,184.145.59.147,UNKNOWN,Edge,594536:2683684874:2747990531:1747339071:1518450341,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324033/contentpackages/1863216/manifest.pmpd,,83
184.145.59.147,Newcomers seeking conversation partners,WIN,canada,on,kitchener,577,Bell Canada,1518450486,-1,0,0,0,0,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-fa-vp11a.9c9media.com&brand=ctvnews&c3.video.isLive=F,184.145.59.147,UNKNOWN,Edge,594536:2683684874:2747990531:1747339071:1518450342,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1323735/contentpackages/1862062/manifest.pmpd,,0
68.2.164.229,CTV News Channel: 'There was a veiled threat',IOS,united states,az,phoenix,22773,Cox,1518488589,3168,321943,0,0,0,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-fa-vp11a.9c9media.com&c3.client.marketingName=iPad&brand=ctvnews&c3.video.isLive=F,68.2.164.229,UNKNOWN,Safari,605197:3727342027:1419731003:2330812080:1518488588,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324763/contentpackages/1864558/manifest.m3u8,,100
68.2.164.229,CTV News Channel: Trump comments on trade,IOS,united states,az,phoenix,22773,Cox,1518488933,-1,0,0,0,0,0,c3.client.marketingName=iPad&c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-ak-vp01a-9c9media.akamaized.net,68.2.164.229,UNKNOWN,Safari,605197:3727342027:1419731003:2330812080:1518488589,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324746/contentpackages/1864536/manifest.m3u8,,0
108.180.39.243,CTV News Channel: Going for gold in Pyeongchang,IOS,canada,bc,vernon,852,Telus,1518452625,-1,0,0,0,0,0,c3.client.marketingName=iPhone&c3.video.isLive=F,108.180.39.243,UNKNOWN,Safari,609083:2790785685:2269085550:4210908857:1518452621,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324497/contentpackages/1864138/manifest.m3u8,,0
108.180.39.243,CTV News Channel: Going for gold in Pyeongchang,IOS,canada,bc,vernon,852,Telus,1518454598,4131,0,0,0,0,0,c3.client.marketingName=iPhone&c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-fa-vp11a.9c9media.com,108.180.39.243,UNKNOWN,Safari,609083:2790785685:2269085550:4210908857:1518452700,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324497/contentpackages/1864138/manifest.m3u8,,0
108.180.39.243,CTV News Channel: Two wedding receptions ,IOS,canada,bc,vernon,852,Telus,1518465186,5920,218817,0,0,0,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-ak-vp08a-9c9media.akamaized.net&c3.client.marketingName=iPhone&brand=ctvnews&c3.video.isLive=F,108.180.39.243,UNKNOWN,Safari,609083:2790785685:2269085550:4210908857:1518465183,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324509/contentpackages/1864147/manifest.m3u8,,100
02eb5ae3ddf3e6211c255f0c86fb17592cc42284836b3b4bf42128ffd9f944fb,[433099] The Sopranos - S1:EP7 - Down Neck,AND,canada,on,millbrook,18997,,1518482797,-1,0,0,0,0,0,c3.device.model=Other+Android&c3.client.marketingName=Galaxy+S7&c3.player.name=CraveTV+Android&c3.video.isLive=F&brand=CraveTV&videoSubDomain=pe-ak-vp03b-9c9media.akamaized.net,76.75.88.189,INHOUSE,Non-Browser Apps,626414:105344068:3226453307:3524596544:1379543406,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/433099/contentpackages/622960/manifest.m3u8,,0
02eb5ae3ddf3e6211c255f0c86fb17592cc42284836b3b4bf42128ffd9f944fb,[433099] The Sopranos - S1:EP7 - Down Neck,AND,canada,on,millbrook,18997,,1518485931,-1,0,0,0,0,0,c3.player.name=CraveTV+Android&videoSubDomain=pe-ak-vp03b-9c9media.akamaized.net&c3.client.marketingName=Galaxy+S7&brand=CraveTV&c3.video.isLive=F&c3.device.model=Other+Android,76.75.88.189,INHOUSE,Non-Browser Apps,626414:105344068:3226453307:3524596544:1761185717,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/433099/contentpackages/622960/manifest.m3u8,,0
02eb5ae3ddf3e6211c255f0c86fb17592cc42284836b3b4bf42128ffd9f944fb,[433095] The Sopranos - S1:EP5 - College,AND,canada,on,millbrook,18997,,1518479265,-1,0,0,0,0,0,c3.device.model=Other+Android&c3.client.marketingName=Galaxy+S7&c3.player.name=CraveTV+Android&c3.video.isLive=F&brand=CraveTV&videoSubDomain=pe-li-vp07b.9c9media.com,76.75.88.189,INHOUSE,Non-Browser Apps,626414:105344068:3226453307:3524596544:1908444749,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/433095/contentpackages/628774/manifest.m3u8,,0
02eb5ae3ddf3e6211c255f0c86fb17592cc42284836b3b4bf42128ffd9f944fb,[69883] The Big Bang Theory - S1:EP1 - Pilot,AND,canada,on,millbrook,18997,,1518485995,-1,0,0,0,0,0,c3.device.model=Other+Android&c3.client.marketingName=Galaxy+S7&c3.player.name=CraveTV+Android&c3.video.isLive=F&brand=CraveTV&videoSubDomain=pe-fa-vp07a.9c9media.com,76.75.88.189,INHOUSE,Non-Browser Apps,626414:105344068:3226453307:3524596544:3029552132,http://capi.9c9media.com/destinations/cravetv_android/platforms/android/contents/69883/contentpackages/628650/manifest.m3u8,,0
198.254.144.103,"CTV News at 11:30 Toronto for Sunday, February 11, 2018",WIN,canada,on,sutton,22995,,1518422561,18512,1004241,0,0,1585,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net&brand=ctvnews&c3.video.isLive=F,198.254.144.103,UNKNOWN,Chrome,635724:2085997997:3255159852:1461084549:1518422557,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1322495/contentpackages/1864010/manifest.mpd,,70
198.254.144.103,"CTV News at 11:30 Toronto for Saturday, February 10, 2018",WIN,canada,on,sutton,22995,,1518423583,-1,0,0,0,0,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-ak-vp02a-9c9media.akamaized.net&brand=ctvnews&c3.video.isLive=F,198.254.144.103,UNKNOWN,Chrome,635724:2085997997:3255159852:1461084549:1518422558,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1317205/contentpackages/1863409/manifest.mpd,,0
198.254.144.103,"CTV News at 11:30 Toronto for Saturday, February 10, 2018",WIN,canada,on,sutton,22995,,1518423689,-1,0,0,0,0,1,c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-ak-vp02a-9c9media.akamaized.net,198.254.144.103,UNKNOWN,Chrome,635724:2085997997:3255159852:1461084549:1518423687,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1317205/contentpackages/1863409/manifest.mpd,Error playing file: Unknown playback error,0
198.254.144.103,"CTV News at 11:30 Toronto for Saturday, February 10, 2018",WIN,canada,on,sutton,22995,,1518423689,15774,203041,23455,5,1780,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-ak-vp02a-9c9media.akamaized.net&brand=ctvnews&c3.video.isLive=F,198.254.144.103,UNKNOWN,Chrome,635724:2085997997:3255159852:1461084549:1518423688,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1317205/contentpackages/1863409/manifest.mpd,,14
131.137.245.207,Spooner doesn't believe Canada is an underdog,WIN,canada,on,ottawa,3766,,1518453937,15693,102780,0,0,353,0,c3.player.name=TSN+VIDI+Web&c3.video.isLive=F&brand=tsn&videoSubDomain=pe-li-vp10a.9c9media.com,131.137.245.207,UNKNOWN,MSIE,641466:1294323668:178485543:769021120:1518453938,https://capi.9c9media.com/destinations/tsn_web/platforms/desktop/contents/1320725/contentpackages/1858029/manifest.m3u8,,99
207.228.78.212,Extended: Mark McMorris reflects on medal win,WIN,canada,bc,burnaby,852,Telus,1518437498,3554,224511,0,0,1952,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-fa-vp07a.9c9media.com&brand=ctvnews&c3.video.isLive=F,207.228.78.212,UNKNOWN,Chrome,641818:806132136:2056965797:3243690878:1518436976,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324335/contentpackages/1863918/manifest.mpd,,93
207.228.78.212,CTV News Channel: McMorris back on the podium ,WIN,canada,bc,burnaby,852,Telus,1518438018,3329,835,0,0,1952,0,c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-fa-vp07a.9c9media.com,207.228.78.212,UNKNOWN,Chrome,641818:806132136:2056965797:3243690878:1518436977,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324253/contentpackages/1863774/manifest.mpd,,0
207.228.78.212,Former Olympian shares stories of her success,WIN,canada,bc,burnaby,852,Telus,1518437091,3209,128043,0,0,1952,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-fa-vp06a.9c9media.com&brand=ctvnews&c3.video.isLive=F,207.228.78.212,UNKNOWN,Chrome,641818:806132136:2056965797:3243690878:1518437094,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324315/contentpackages/1863869/manifest.mpd,,100
207.228.78.27,Mother files complaint over ER wait,WIN,canada,bc,burnaby,852,Telus,1518478682,2470,133674,0,0,1952,0,c3.player.name=CTVNEWS+VIDI+Web&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net&brand=ctvnews&c3.video.isLive=F,207.228.78.27,UNKNOWN,Chrome,641818:806132136:2056965797:3243690878:1518478635,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324034/contentpackages/1863218/manifest.mpd,,90
207.228.78.27,CTV News Channel: Babcock's family speaks,WIN,canada,bc,burnaby,852,Telus,1518478654,1378,18995,0,0,1952,0,c3.player.name=CTVNEWS+VIDI+Web&c3.video.isLive=F&brand=ctvnews&videoSubDomain=pe-ak-vp03a-9c9media.akamaized.net,207.228.78.27,UNKNOWN,Chrome,641818:806132136:2056965797:3243690878:1518478658,https://capi.9c9media.com/destinations/ctvnews_web/platforms/desktop/contents/1324836/contentpackages/1864730/manifest.mpd,,14
ea4cb59f741b533377be5d996be072fda17f31d86c526d32bf93de6af236ef8b,Dexter S4:E6 If I Had a Hammer,WIN,canada,on,windsor,7992,Cogeco Canada,1518465965,-3,1569085,0,0,0,0,c3.player.name=CRAVETV+VIDI+Web&videoSubDomain=pe-li-vp10a.9c9media.com&brand=crave&c3.video.isLive=F,24.57.58.69,UNKNOWN,Edge,644705:2993794213:3659627050:1788621641:1518330053,https://capi.9c9media.com/destinations/cravetv_web/platforms/desktop/contents/1002099/contentpackages/1346877/manifest.pmpd,,47
